brand,series,model,year,col,size,cpu,gen,ram,slots,max,sold,w11,tag,st_25sata,st_msata,st_m2sata,st_m2nvme,st_ide,st_emmc,st_m2len,st_note,price,price_note,os,note,aliases,pwr,bat,bat_note
thinkpad,Z,Z13 Gen 1,2022,,13.3″,AMD Ryzen PRO 6000 (Rembrandt),ddr5,LPDDR5-6400 soldered,"soldered, no slots",32 GB,1,1,NVMe,,,,1,,,2242,short 2242 drives only,$210–315,"Est. (calibrated to Jul 2026 sold data). Modern AMD premium — small market, holds value.",,"Premium AMD line — haptic touchpad,  recycled-material lids.",,"USB-C PD · 65W|>Any solid-brand PD charger works — OEM ~$10–20 used, Anker-class 3rd party equally fine. 16″ H-series configs like 100W+ bricks. <span style=""color:#e5b567"">⚠</span> Basic phone USB-C chargers (5–20W) don't have enough power — you need a laptop-class 45–65W+ PD brick.",internal,"Internal, per-gen pack — match the generation.|>Premium sealed chassis; packs are gen-specific, verify FRU. <span style=""color:#e5b567"">⚠</span> $20–35 ""genuine OEM"" listings are near-universally FAKE cells in lookalike wrappers. Real aftermarket ~$50–70+, genuine new ~$100+ where still made; a used REAL OEM pull is often best value — check cycle count / wear on arrival."
thinkpad,Z,Z16 Gen 1,2022,,16″,AMD Ryzen PRO 6000 H (Rembrandt),ddr5,LPDDR5-6400 soldered,"soldered, no slots",32 GB,1,1,NVMe,,,,1,,,,,$210–315,"Est. (calibrated to Jul 2026 sold data). Modern AMD premium — small market, holds value.",,16″ sibling of the Z13.,,"USB-C PD · 65W|>Any solid-brand PD charger works — OEM ~$10–20 used, Anker-class 3rd party equally fine. 16″ H-series configs like 100W+ bricks. <span style=""color:#e5b567"">⚠</span> Basic phone USB-C chargers (5–20W) don't have enough power — you need a laptop-class 45–65W+ PD brick.",internal,"Internal, per-gen pack — match the generation.|>Premium sealed chassis; packs are gen-specific, verify FRU. <span style=""color:#e5b567"">⚠</span> $20–35 ""genuine OEM"" listings are near-universally FAKE cells in lookalike wrappers. Real aftermarket ~$50–70+, genuine new ~$100+ where still made; a used REAL OEM pull is often best value — check cycle count / wear on arrival."
thinkpad,Z,Z13 Gen 2,2023,,13.3″,AMD Ryzen PRO 7040 (Phoenix),ddr5,LPDDR5x-6400 soldered,"soldered, no slots",64 GB (std 32),1,1,NVMe,,,,1,,,2242,"PCIe Gen 4, short 2242 drives only",$275–405,"Est. (calibrated to Jul 2026 sold data). Modern AMD premium — small market, holds value.",,,,"USB-C PD · 65W|>Any solid-brand PD charger works — OEM ~$10–20 used, Anker-class 3rd party equally fine. 16″ H-series configs like 100W+ bricks. <span style=""color:#e5b567"">⚠</span> Basic phone USB-C chargers (5–20W) don't have enough power — you need a laptop-class 45–65W+ PD brick.",internal,"Internal, per-gen pack — match the generation.|>Premium sealed chassis; packs are gen-specific, verify FRU. <span style=""color:#e5b567"">⚠</span> $20–35 ""genuine OEM"" listings are near-universally FAKE cells in lookalike wrappers. Real aftermarket ~$50–70+, genuine new ~$100+ where still made; a used REAL OEM pull is often best value — check cycle count / wear on arrival."
thinkpad,Z,Z16 Gen 2,2023,,16″,AMD Ryzen PRO 7040 (Phoenix),ddr5,LPDDR5x soldered,"soldered, no slots",64 GB (std 32),1,1,NVMe,,,,1,,,,PCIe Gen 4,$275–405,"Est. (calibrated to Jul 2026 sold data). Modern AMD premium — small market, holds value.",,,,"USB-C PD · 65W|>Any solid-brand PD charger works — OEM ~$10–20 used, Anker-class 3rd party equally fine. 16″ H-series configs like 100W+ bricks. <span style=""color:#e5b567"">⚠</span> Basic phone USB-C chargers (5–20W) don't have enough power — you need a laptop-class 45–65W+ PD brick.",internal,"Internal, per-gen pack — match the generation.|>Premium sealed chassis; packs are gen-specific, verify FRU. <span style=""color:#e5b567"">⚠</span> $20–35 ""genuine OEM"" listings are near-universally FAKE cells in lookalike wrappers. Real aftermarket ~$50–70+, genuine new ~$100+ where still made; a used REAL OEM pull is often best value — check cycle count / wear on arrival."
thinkpad,P,P14s Gen 1,2020,,14″,Intel 10th gen / Ryzen PRO 4000 · Quadro P520,ddr4,DDR4-2666 (16 GB soldered + 1 slot),16 GB soldered + 1× SODIMM,48 GB,1,1,NVMe,,,,1,,,,,$140–215,Est. (calibrated to Jul 2026 sold data). Workstation — GPU model and RAM config swing prices hard; heavy shipping.,,Thin workstation twin of the T14 Gen 1.,,"USB-C PD · 65W|>Any solid-brand PD charger works — OEM ~$10–20 used, Anker-class 3rd party equally fine. 16″ H-series configs like 100W+ bricks. <span style=""color:#e5b567"">⚠</span> Basic phone USB-C chargers (5–20W) don't have enough power — you need a laptop-class 45–65W+ PD brick.",internal,"Internal workstation pack (large Wh). Search ""P14s battery FRU"".|>90Wh-class in many; base-off swap. <span style=""color:#e5b567"">⚠</span> $20–35 ""genuine OEM"" listings are near-universally FAKE cells in lookalike wrappers. Real aftermarket ~$50–70+, genuine new ~$100+ where still made; a used REAL OEM pull is often best value — check cycle count / wear on arrival."
thinkpad,P,P14s Gen 2,2021,,14″,Intel 11th gen / Ryzen PRO 5000 · Quadro T500,ddr4,DDR4-3200 (16 GB soldered + 1 slot),16 GB soldered + 1× SODIMM,48 GB,1,1,NVMe,,,,1,,,,,$155–240,Est. (calibrated to Jul 2026 sold data). Workstation — GPU model and RAM config swing prices hard; heavy shipping.,,,,"USB-C PD · 65W|>Any solid-brand PD charger works — OEM ~$10–20 used, Anker-class 3rd party equally fine. 16″ H-series configs like 100W+ bricks. <span style=""color:#e5b567"">⚠</span> Basic phone USB-C chargers (5–20W) don't have enough power — you need a laptop-class 45–65W+ PD brick.",internal,"Internal workstation pack (large Wh). Search ""P14s battery FRU"".|>90Wh-class in many; base-off swap. <span style=""color:#e5b567"">⚠</span> $20–35 ""genuine OEM"" listings are near-universally FAKE cells in lookalike wrappers. Real aftermarket ~$50–70+, genuine new ~$100+ where still made; a used REAL OEM pull is often best value — check cycle count / wear on arrival."
thinkpad,P,P14s Gen 3,2022,,14″,Intel 12th gen / Ryzen PRO 6000 · NVIDIA T550,ddr4,DDR4-3200 (16 GB soldered + 1 slot),16 GB soldered + 1× SODIMM,48 GB,1,1,NVMe,,,,1,,,,,$220–330,Est. (calibrated to Jul 2026 sold data). Workstation — GPU model and RAM config swing prices hard; heavy shipping.,,16:10 chassis from Gen 3.,,"USB-C PD · 65W|>Any solid-brand PD charger works — OEM ~$10–20 used, Anker-class 3rd party equally fine. 16″ H-series configs like 100W+ bricks. <span style=""color:#e5b567"">⚠</span> Basic phone USB-C chargers (5–20W) don't have enough power — you need a laptop-class 45–65W+ PD brick.",internal,"Internal workstation pack (large Wh). Search ""P14s battery FRU"".|>90Wh-class in many; base-off swap. <span style=""color:#e5b567"">⚠</span> $20–35 ""genuine OEM"" listings are near-universally FAKE cells in lookalike wrappers. Real aftermarket ~$50–70+, genuine new ~$100+ where still made; a used REAL OEM pull is often best value — check cycle count / wear on arrival."
thinkpad,P,P14s Gen 4,2023,,14″,Intel 13th gen / Ryzen PRO 7040 · RTX A500,ddr5,LPDDR5x soldered (Intel) / DDR5 (AMD),soldered (Intel) or SODIMM (AMD),64 GB,1,1,NVMe,,,,1,,,,,$285–420,Est. (calibrated to Jul 2026 sold data). Workstation — GPU model and RAM config swing prices hard; heavy shipping.,,Intel SKUs fully soldered — check config before buying.,,"USB-C PD · 65W|>Any solid-brand PD charger works — OEM ~$10–20 used, Anker-class 3rd party equally fine. 16″ H-series configs like 100W+ bricks. <span style=""color:#e5b567"">⚠</span> Basic phone USB-C chargers (5–20W) don't have enough power — you need a laptop-class 45–65W+ PD brick.",internal,"Internal workstation pack (large Wh). Search ""P14s battery FRU"".|>90Wh-class in many; base-off swap. <span style=""color:#e5b567"">⚠</span> $20–35 ""genuine OEM"" listings are near-universally FAKE cells in lookalike wrappers. Real aftermarket ~$50–70+, genuine new ~$100+ where still made; a used REAL OEM pull is often best value — check cycle count / wear on arrival."
thinkpad,P,P16v Gen 1,2023,,16″,Intel 13th gen H · RTX 2000 Ada,ddr5,DDR5-5200 SODIMM,2× SODIMM,64 GB,,1,NVMe,,,,1,,,,2× M.2 slots,$285–420,Est. (calibrated to Jul 2026 sold data). Workstation — GPU model and RAM config swing prices hard; heavy shipping.,,Value 16″ workstation below the P16.,,"slim tip (rectangular) · 135–230W|>Ladder: 135W (X1 Extreme / P1 base, T15p, P15v) → 170W (P50/P51/P70/P71, top P1) → 230W (P52 and bigger). Undersized brick = slow-charge or throttle under load. USB-C can trickle-charge some of these but can NOT run them at full tilt. 💡 65W-class OEM bricks are $10–20 used; high-watt (135–230W) bricks run higher — roughly $20–35. Still worth OEM.",internal,"Internal workstation pack (large Wh). Search ""P16v battery FRU"".|>90Wh-class in many; base-off swap. <span style=""color:#e5b567"">⚠</span> $20–35 ""genuine OEM"" listings are near-universally FAKE cells in lookalike wrappers. Real aftermarket ~$50–70+, genuine new ~$100+ where still made; a used REAL OEM pull is often best value — check cycle count / wear on arrival."
thinkpad,P,P16v Gen 2,2024,,16″,Intel Core Ultra H / Ryzen HS · RTX 2000 Ada,ddr5,DDR5-5600 SODIMM,2× SODIMM,64 GB,,1,NVMe,,,,1,,,,2× M.2 slots,$415–595,Est. (calibrated to Jul 2026 sold data). Workstation — GPU model and RAM config swing prices hard; heavy shipping.,,,,"slim tip (rectangular) · 135–230W|>Ladder: 135W (X1 Extreme / P1 base, T15p, P15v) → 170W (P50/P51/P70/P71, top P1) → 230W (P52 and bigger). Undersized brick = slow-charge or throttle under load. USB-C can trickle-charge some of these but can NOT run them at full tilt. 💡 65W-class OEM bricks are $10–20 used; high-watt (135–230W) bricks run higher — roughly $20–35. Still worth OEM.",internal,"Internal workstation pack (large Wh). Search ""P16v battery FRU"".|>90Wh-class in many; base-off swap. <span style=""color:#e5b567"">⚠</span> $20–35 ""genuine OEM"" listings are near-universally FAKE cells in lookalike wrappers. Real aftermarket ~$50–70+, genuine new ~$100+ where still made; a used REAL OEM pull is often best value — check cycle count / wear on arrival."
thinkpad,X1,X1 Nano Gen 1,2021,,13.0″,Intel 11th gen UP4,ddr4,LPDDR4x-4266 soldered,"soldered, no slots",16 GB,1,1,NVMe,,,,1,,,2242,short 2242 drives only,$155–240,Est. (calibrated to Jul 2026 sold data). Premium thin — verify soldered RAM size before buying; scratches hurt value.,,Sub-1 kg — the lightest ThinkPad.,,"USB-C PD · 65W|>Any solid-brand PD charger works — OEM ~$10–20 used, Anker-class 3rd party equally fine. 16″ H-series configs like 100W+ bricks. <span style=""color:#e5b567"">⚠</span> Basic phone USB-C chargers (5–20W) don't have enough power — you need a laptop-class 45–65W+ PD brick.",internal,"Internal, per-gen pack — match the generation.|>Premium sealed chassis; packs are gen-specific, verify FRU. <span style=""color:#e5b567"">⚠</span> $20–35 ""genuine OEM"" listings are near-universally FAKE cells in lookalike wrappers. Real aftermarket ~$50–70+, genuine new ~$100+ where still made; a used REAL OEM pull is often best value — check cycle count / wear on arrival."
thinkpad,X1,X1 Nano Gen 2,2022,,13.0″,Intel 12th gen P,ddr5,LPDDR5-5200 soldered,"soldered, no slots",32 GB,1,1,NVMe,,,,1,,,2242,short 2242 drives only,$220–330,Est. (calibrated to Jul 2026 sold data). Premium thin — verify soldered RAM size before buying; scratches hurt value.,,,,"USB-C PD · 65W|>Any solid-brand PD charger works — OEM ~$10–20 used, Anker-class 3rd party equally fine. 16″ H-series configs like 100W+ bricks. <span style=""color:#e5b567"">⚠</span> Basic phone USB-C chargers (5–20W) don't have enough power — you need a laptop-class 45–65W+ PD brick.",internal,"Internal, per-gen pack — match the generation.|>Premium sealed chassis; packs are gen-specific, verify FRU. <span style=""color:#e5b567"">⚠</span> $20–35 ""genuine OEM"" listings are near-universally FAKE cells in lookalike wrappers. Real aftermarket ~$50–70+, genuine new ~$100+ where still made; a used REAL OEM pull is often best value — check cycle count / wear on arrival."
thinkpad,X1,X1 Nano Gen 3,2023,,13.0″,Intel 13th gen U,ddr5,LPDDR5 soldered,"soldered, no slots",32 GB,1,1,NVMe,,,,1,,,2242,short 2242 drives only,$285–420,Est. (calibrated to Jul 2026 sold data). Premium thin — verify soldered RAM size before buying; scratches hurt value.,,,,"USB-C PD · 65W|>Any solid-brand PD charger works — OEM ~$10–20 used, Anker-class 3rd party equally fine. 16″ H-series configs like 100W+ bricks. <span style=""color:#e5b567"">⚠</span> Basic phone USB-C chargers (5–20W) don't have enough power — you need a laptop-class 45–65W+ PD brick.",internal,"Internal, per-gen pack — match the generation.|>Premium sealed chassis; packs are gen-specific, verify FRU. <span style=""color:#e5b567"">⚠</span> $20–35 ""genuine OEM"" listings are near-universally FAKE cells in lookalike wrappers. Real aftermarket ~$50–70+, genuine new ~$100+ where still made; a used REAL OEM pull is often best value — check cycle count / wear on arrival."
thinkpad,X1,X1 Extreme Gen 1,2018,,15.6″,Intel 8th gen H · GTX 1050 Ti,ddr4,DDR4-2666 SODIMM,2× SODIMM,64 GB,,1,NVMe,,,,1,,,,2× M.2 slots,$325–900,"Est. cross-checked vs small eBay sold sample, Jul 2026 (n=4, median $429). Premium thin — verify soldered RAM size before buying; scratches hurt value.",,"Consumer-power X1 — 2 RAM slots + 2 SSD slots, unlike the Carbon.",,"slim tip (rectangular) · 135–230W|>Ladder: 135W (X1 Extreme / P1 base, T15p, P15v) → 170W (P50/P51/P70/P71, top P1) → 230W (P52 and bigger). Undersized brick = slow-charge or throttle under load. USB-C can trickle-charge some of these but can NOT run them at full tilt. 💡 65W-class OEM bricks are $10–20 used; high-watt (135–230W) bricks run higher — roughly $20–35. Still worth OEM.",internal,"Internal, per-gen pack — match the generation.|>Premium sealed chassis; packs are gen-specific, verify FRU. <span style=""color:#e5b567"">⚠</span> $20–35 ""genuine OEM"" listings are near-universally FAKE cells in lookalike wrappers. Real aftermarket ~$50–70+, genuine new ~$100+ where still made; a used REAL OEM pull is often best value — check cycle count / wear on arrival."
thinkpad,X1,X1 Extreme Gen 2,2019,,15.6″,Intel 9th gen H · GTX 1650,ddr4,DDR4-2666 SODIMM,2× SODIMM,64 GB,,1,NVMe,,,,1,,,,2× M.2 slots,$320–360,"Real eBay sold IQR, Jul 2026 (n=9, median $330). Premium thin — verify soldered RAM size before buying; scratches hurt value.",,,,"slim tip (rectangular) · 135–230W|>Ladder: 135W (X1 Extreme / P1 base, T15p, P15v) → 170W (P50/P51/P70/P71, top P1) → 230W (P52 and bigger). Undersized brick = slow-charge or throttle under load. USB-C can trickle-charge some of these but can NOT run them at full tilt. 💡 65W-class OEM bricks are $10–20 used; high-watt (135–230W) bricks run higher — roughly $20–35. Still worth OEM.",internal,"Internal, per-gen pack — match the generation.|>Premium sealed chassis; packs are gen-specific, verify FRU. <span style=""color:#e5b567"">⚠</span> $20–35 ""genuine OEM"" listings are near-universally FAKE cells in lookalike wrappers. Real aftermarket ~$50–70+, genuine new ~$100+ where still made; a used REAL OEM pull is often best value — check cycle count / wear on arrival."
thinkpad,X1,X1 Extreme Gen 3,2020,,15.6″,Intel 10th gen H · GTX 1650 Ti,ddr4,DDR4-2933 SODIMM,2× SODIMM,64 GB,,1,NVMe,,,,1,,,,2× M.2 slots,$230–530,"Real eBay sold IQR, Jul 2026 (n=13, median $431). Premium thin — verify soldered RAM size before buying; scratches hurt value.",,,,"slim tip (rectangular) · 135–230W|>Ladder: 135W (X1 Extreme / P1 base, T15p, P15v) → 170W (P50/P51/P70/P71, top P1) → 230W (P52 and bigger). Undersized brick = slow-charge or throttle under load. USB-C can trickle-charge some of these but can NOT run them at full tilt. 💡 65W-class OEM bricks are $10–20 used; high-watt (135–230W) bricks run higher — roughly $20–35. Still worth OEM.",internal,"Internal, per-gen pack — match the generation.|>Premium sealed chassis; packs are gen-specific, verify FRU. <span style=""color:#e5b567"">⚠</span> $20–35 ""genuine OEM"" listings are near-universally FAKE cells in lookalike wrappers. Real aftermarket ~$50–70+, genuine new ~$100+ where still made; a used REAL OEM pull is often best value — check cycle count / wear on arrival."
thinkpad,X1,X1 Extreme Gen 4,2021,,16″,Intel 11th gen H · RTX 3050-3080,ddr4,DDR4-3200 SODIMM,2× SODIMM,64 GB,,1,NVMe,,,,1,,,,2× M.2 slots,$625–870,"Real eBay sold IQR, Jul 2026 (n=10, median $850). Premium thin — verify soldered RAM size before buying; scratches hurt value.",,16:10 16″ from Gen 4.,,"slim tip (rectangular) · 135–230W|>Ladder: 135W (X1 Extreme / P1 base, T15p, P15v) → 170W (P50/P51/P70/P71, top P1) → 230W (P52 and bigger). Undersized brick = slow-charge or throttle under load. USB-C can trickle-charge some of these but can NOT run them at full tilt. 💡 65W-class OEM bricks are $10–20 used; high-watt (135–230W) bricks run higher — roughly $20–35. Still worth OEM.",internal,"Internal, per-gen pack — match the generation.|>Premium sealed chassis; packs are gen-specific, verify FRU. <span style=""color:#e5b567"">⚠</span> $20–35 ""genuine OEM"" listings are near-universally FAKE cells in lookalike wrappers. Real aftermarket ~$50–70+, genuine new ~$100+ where still made; a used REAL OEM pull is often best value — check cycle count / wear on arrival."
thinkpad,X1,X1 Extreme Gen 5,2022,,16″,Intel 12th gen H · RTX 3050 Ti-3080 Ti,ddr5,DDR5-4800 SODIMM,2× SODIMM,64 GB,,1,NVMe,,,,1,,,,2× M.2 slots,$859–1250,"Est. cross-checked vs small eBay sold sample, Jul 2026 (n=6, median $1250). Premium thin — verify soldered RAM size before buying; scratches hurt value.",,,,"slim tip (rectangular) · 135–230W|>Ladder: 135W (X1 Extreme / P1 base, T15p, P15v) → 170W (P50/P51/P70/P71, top P1) → 230W (P52 and bigger). Undersized brick = slow-charge or throttle under load. USB-C can trickle-charge some of these but can NOT run them at full tilt. 💡 65W-class OEM bricks are $10–20 used; high-watt (135–230W) bricks run higher — roughly $20–35. Still worth OEM.",internal,"Internal, per-gen pack — match the generation.|>Premium sealed chassis; packs are gen-specific, verify FRU. <span style=""color:#e5b567"">⚠</span> $20–35 ""genuine OEM"" listings are near-universally FAKE cells in lookalike wrappers. Real aftermarket ~$50–70+, genuine new ~$100+ where still made; a used REAL OEM pull is often best value — check cycle count / wear on arrival."
thinkpad,X1,X1 Titanium Yoga,2021,,13.5″ (3:2),Intel 11th gen UP4,ddr4,LPDDR4x soldered,"soldered, no slots",16 GB,1,1,NVMe,,,,1,,,2242,short 2242 drives only,$155–240,Est. (calibrated to Jul 2026 sold data). Premium thin — verify soldered RAM size before buying; scratches hurt value.,,11.5 mm titanium convertible — one-generation experiment.,,"USB-C PD · 65W|>Any solid-brand PD charger works — OEM ~$10–20 used, Anker-class 3rd party equally fine. 16″ H-series configs like 100W+ bricks. <span style=""color:#e5b567"">⚠</span> Basic phone USB-C chargers (5–20W) don't have enough power — you need a laptop-class 45–65W+ PD brick.",internal,"Internal, bottom-cover-off swap. Search ""X1 battery"".|>Modern sealed ThinkPad — 10-minute swap once the base is off. <span style=""color:#e5b567"">⚠</span> $20–35 ""genuine OEM"" listings are near-universally FAKE cells in lookalike wrappers. Real aftermarket ~$50–70+, genuine new ~$100+ where still made; a used REAL OEM pull is often best value — check cycle count / wear on arrival."
thinkpad,T,T15p Gen 1,2020,,15.6″,Intel 10th gen H · GTX 1050,ddr4,DDR4-3200 SODIMM,2× SODIMM,64 GB,,1,NVMe,,,,1,,,,2× M.2 slots,$120–185,Est. (calibrated to Jul 2026 sold data). The default used ThinkPad — huge supply; config and battery health set the price.,,H-series power T — P15v sibling.,,"slim tip (rectangular) · 135–230W|>Ladder: 135W (X1 Extreme / P1 base, T15p, P15v) → 170W (P50/P51/P70/P71, top P1) → 230W (P52 and bigger). Undersized brick = slow-charge or throttle under load. USB-C can trickle-charge some of these but can NOT run them at full tilt. 💡 65W-class OEM bricks are $10–20 used; high-watt (135–230W) bricks run higher — roughly $20–35. Still worth OEM.",internal,"Internal, bottom-cover-off swap. Search ""T15p battery"".|>Modern sealed ThinkPad — 10-minute swap once the base is off. <span style=""color:#e5b567"">⚠</span> $20–35 ""genuine OEM"" listings are near-universally FAKE cells in lookalike wrappers. Real aftermarket ~$50–70+, genuine new ~$100+ where still made; a used REAL OEM pull is often best value — check cycle count / wear on arrival."
thinkpad,T,T15p Gen 2,2021,,15.6″,Intel 11th gen H · GTX 1650,ddr4,DDR4-3200 SODIMM,2× SODIMM,64 GB,,1,NVMe,,,,1,,,,2× M.2 slots,$135–210,Est. (calibrated to Jul 2026 sold data). The default used ThinkPad — huge supply; config and battery health set the price.,,,,"slim tip (rectangular) · 135–230W|>Ladder: 135W (X1 Extreme / P1 base, T15p, P15v) → 170W (P50/P51/P70/P71, top P1) → 230W (P52 and bigger). Undersized brick = slow-charge or throttle under load. USB-C can trickle-charge some of these but can NOT run them at full tilt. 💡 65W-class OEM bricks are $10–20 used; high-watt (135–230W) bricks run higher — roughly $20–35. Still worth OEM.",internal,"Internal, bottom-cover-off swap. Search ""T15p battery"".|>Modern sealed ThinkPad — 10-minute swap once the base is off. <span style=""color:#e5b567"">⚠</span> $20–35 ""genuine OEM"" listings are near-universally FAKE cells in lookalike wrappers. Real aftermarket ~$50–70+, genuine new ~$100+ where still made; a used REAL OEM pull is often best value — check cycle count / wear on arrival."
thinkpad,T,T15p Gen 3,2022,,15.6″,Intel 12th gen H · RTX 3050,ddr5,DDR5-4800 SODIMM,2× SODIMM,64 GB,,1,NVMe,,,,1,,,,2× M.2 slots,$190–290,Est. (calibrated to Jul 2026 sold data). The default used ThinkPad — huge supply; config and battery health set the price.,,,,"slim tip (rectangular) · 135–230W|>Ladder: 135W (X1 Extreme / P1 base, T15p, P15v) → 170W (P50/P51/P70/P71, top P1) → 230W (P52 and bigger). Undersized brick = slow-charge or throttle under load. USB-C can trickle-charge some of these but can NOT run them at full tilt. 💡 65W-class OEM bricks are $10–20 used; high-watt (135–230W) bricks run higher — roughly $20–35. Still worth OEM.",internal,"Internal, bottom-cover-off swap. Search ""T15p battery"".|>Modern sealed ThinkPad — 10-minute swap once the base is off. <span style=""color:#e5b567"">⚠</span> $20–35 ""genuine OEM"" listings are near-universally FAKE cells in lookalike wrappers. Real aftermarket ~$50–70+, genuine new ~$100+ where still made; a used REAL OEM pull is often best value — check cycle count / wear on arrival."
thinkpad,E,E14 Gen 1 / E15 Gen 1,2019,,14/15.6″,Intel 10th gen (Comet Lake),ddr4,DDR4-2666 (8 GB soldered + 1 slot),8 GB soldered + 1× SODIMM,40 GB,1,1,NVMe,2,,,1,,,,2.5″ bay on some configs,$90–135,Est. (calibrated to Jul 2026 sold data). Budget line — cheap and plentiful; plastics wear fast.,,First of the E14/E15 naming; AMD twins came with Gen 2.,,"USB-C PD · 65W|>Any solid-brand PD charger works — OEM ~$10–20 used, Anker-class 3rd party equally fine. 16″ H-series configs like 100W+ bricks. <span style=""color:#e5b567"">⚠</span> Basic phone USB-C chargers (5–20W) don't have enough power — you need a laptop-class 45–65W+ PD brick.",internal,"Internal, bottom-cover-off swap. Search ""E14 battery"".|>Modern sealed ThinkPad — 10-minute swap once the base is off. <span style=""color:#e5b567"">⚠</span> $20–35 ""genuine OEM"" listings are near-universally FAKE cells in lookalike wrappers. Real aftermarket ~$50–70+, genuine new ~$100+ where still made; a used REAL OEM pull is often best value — check cycle count / wear on arrival."
thinkpad,L,L13 Gen 1 / L13 Yoga Gen 1,2020,,13.3″,Intel 10th gen (Comet Lake),ddr4,DDR4 soldered,"soldered, no slots",16 GB,1,1,NVMe,,,,1,,,,,$110–170,"Est. (calibrated to Jul 2026 sold data). Value/fleet line (incl. R era) — soft prices, good bones.",,Compact corporate 13.3″; Yoga = convertible.,,"USB-C PD · 65W|>Any solid-brand PD charger works — OEM ~$10–20 used, Anker-class 3rd party equally fine. 16″ H-series configs like 100W+ bricks. <span style=""color:#e5b567"">⚠</span> Basic phone USB-C chargers (5–20W) don't have enough power — you need a laptop-class 45–65W+ PD brick.",internal,"Internal, bottom-cover-off swap. Search ""L13 battery"".|>Modern sealed ThinkPad — 10-minute swap once the base is off. <span style=""color:#e5b567"">⚠</span> $20–35 ""genuine OEM"" listings are near-universally FAKE cells in lookalike wrappers. Real aftermarket ~$50–70+, genuine new ~$100+ where still made; a used REAL OEM pull is often best value — check cycle count / wear on arrival."
thinkpad,L,L13 Gen 2 / L13 Yoga Gen 2,2021,,13.3″,Intel 11th gen / Ryzen 5000,ddr4,DDR4 soldered,"soldered, no slots",16 GB,1,1,NVMe,,,,1,,,,,$120–190,"Est. (calibrated to Jul 2026 sold data). Value/fleet line (incl. R era) — soft prices, good bones.",,,,"USB-C PD · 65W|>Any solid-brand PD charger works — OEM ~$10–20 used, Anker-class 3rd party equally fine. 16″ H-series configs like 100W+ bricks. <span style=""color:#e5b567"">⚠</span> Basic phone USB-C chargers (5–20W) don't have enough power — you need a laptop-class 45–65W+ PD brick.",internal,"Internal, bottom-cover-off swap. Search ""L13 battery"".|>Modern sealed ThinkPad — 10-minute swap once the base is off. <span style=""color:#e5b567"">⚠</span> $20–35 ""genuine OEM"" listings are near-universally FAKE cells in lookalike wrappers. Real aftermarket ~$50–70+, genuine new ~$100+ where still made; a used REAL OEM pull is often best value — check cycle count / wear on arrival."
thinkpad,L,L13 Gen 3 / L13 Yoga Gen 3,2022,,13.3″,Intel 12th gen / Ryzen 5675U,ddr4,DDR4/LPDDR5 soldered (most SKUs),"soldered, no slots",32 GB,1,1,NVMe,,,,1,,,,,$175–260,"Est. (calibrated to Jul 2026 sold data). Value/fleet line (incl. R era) — soft prices, good bones.",,,,"USB-C PD · 65W|>Any solid-brand PD charger works — OEM ~$10–20 used, Anker-class 3rd party equally fine. 16″ H-series configs like 100W+ bricks. <span style=""color:#e5b567"">⚠</span> Basic phone USB-C chargers (5–20W) don't have enough power — you need a laptop-class 45–65W+ PD brick.",internal,"Internal, bottom-cover-off swap. Search ""L13 battery"".|>Modern sealed ThinkPad — 10-minute swap once the base is off. <span style=""color:#e5b567"">⚠</span> $20–35 ""genuine OEM"" listings are near-universally FAKE cells in lookalike wrappers. Real aftermarket ~$50–70+, genuine new ~$100+ where still made; a used REAL OEM pull is often best value — check cycle count / wear on arrival."
thinkpad,L,L13 Gen 4 / L13 Yoga Gen 4,2023,,13.3″,Intel 13th gen / Ryzen 7030,ddr5,LPDDR5 soldered,"soldered, no slots",32 GB,1,1,NVMe,,,,1,,,,,$225–330,"Est. (calibrated to Jul 2026 sold data). Value/fleet line (incl. R era) — soft prices, good bones.",,,,"USB-C PD · 65W|>Any solid-brand PD charger works — OEM ~$10–20 used, Anker-class 3rd party equally fine. 16″ H-series configs like 100W+ bricks. <span style=""color:#e5b567"">⚠</span> Basic phone USB-C chargers (5–20W) don't have enough power — you need a laptop-class 45–65W+ PD brick.",internal,"Internal, bottom-cover-off swap. Search ""L13 battery"".|>Modern sealed ThinkPad — 10-minute swap once the base is off. <span style=""color:#e5b567"">⚠</span> $20–35 ""genuine OEM"" listings are near-universally FAKE cells in lookalike wrappers. Real aftermarket ~$50–70+, genuine new ~$100+ where still made; a used REAL OEM pull is often best value — check cycle count / wear on arrival."
